sentence,labels,graph_affinity
your such a bitch you know what the fuck,1,0.9116613
the dean bath is the father of all the women who killed their mother in front of everyone,0,0.84578514
the devil is a liar,1,0.9146166
this kid is a motherinlaw,0,0.9115127
this bitch bitch,1,0.8974253
due said  bitch i took a whole nap before my  midterms,1,0.88758296
due why do i have to be such a bitch like in confused,1,0.8743335
dukes is calling birches out left and right today my baby is all grown up,1,0.856722
dukes stay trying to hit on someone else bitch knowing they already taken,1,0.85587376
tom times making weed brownish tonight going slide me a batch rely,0,0.8852558
quote this with a weedy verse in a diamond in the rough like a baby in the trash,0,0.8556612
he still trash,0,0.9029889
how is this trash,0,0.86089456
"yankees and red so are careless as we play in the and inning
the bamboo is watching",0,0.86378163
can trust these birches and these nights either,1,0.8575514
can trust these hoes and when i say hoes i mean dukes to,1,0.8625914
can turn a he into a house wife fact,1,0.8749447
can wait till my birches get here,1,0.9032186
can wait to put this down payment on my bitch,1,0.9124177
can wait to see my bitch duchess,1,0.9159953
can worry bout a bitch that aunt worried bout me,1,0.89649516
cancel that bitch like ninooo,1,0.89860505
cancel that he sick it aunt nothing to cut that bitch off,1,0.92924243
cancer is a he all pray for the people who have it,1,0.8503426
my sicca drake gear game is all bad,0,0.8506411
my lips are cold,0,0.87210214
my nodes are trash,0,0.86709344
sorry dyslexia is a bitch,1,0.89433366
i  you bitch,1,0.93811417
god doesnt send rewards to hell,1,0.8742708
brianholmes you a drunk bitch,1,0.90221536
brierealex about time bitch,1,0.9003909
dont blame me he in innocent,1,0.9037749
brone adams to bitch stay looking like a clown,1,0.8810123
people gutta bitch about something,1,0.87478095
i have a lot of money to spend on my money,0,0.9162838
looks like this son of a bitch is a fucking bitch,1,0.8858328
in the name of the sharp the number is the cock,1,0.8977014
your the one who killed the kid,1,0.8808826
your a prayer your a curse and i ll cut off your tongue,1,0.8821198
like a girl because all girls are bad,1,0.86583424
this shit is done by the bangladesh government,1,0.902604
this is a good place to tell the news,0,0.89872235
i need a baby to die,1,0.9395693
what the fuck is wrong with that bitch,1,0.89769965
makar sultan will give the picture brother,0,0.8909847
my wife is my sister,0,0.8854502
some people in bangladesh dont understand how low they can go to earn two dollars,0,0.8495038
he wants to go,0,0.91539794
the name of the company,0,0.9590527
i have a very beautiful song i have decided to go to cuba,0,0.91650355
i couldn put it down with the song,0,0.8947445
how to make a happy life please,0,0.8934251
its a beautiful one,0,0.93733895
who is the hero,0,0.9251431
feeling tune  count,1,0.8844498
females be damn near naked wondering why sicca just anna fur,1,0.8721372
drunk trash thrashed wasted  the draught horse,0,0.850241
monkey bright happy sunday peace wishing,0,0.88781625
hoosier fan is cody seller nominating for this years draft tube,0,0.85289985
inner still hanging in yankees we need this win   its not sunday,0,0.87801105
tube  sitting up again tonight,0,0.88193387
metal only rockies,0,0.8908458
commission fouche wiki whine monkey tube surging wave sliding water walker notebook,0,0.855097
monkey old painting final jazz lounge,0,0.8808527
they might be called  seconds of summer but their songs are  minutes of trash,0,0.86843956
it politics republican rich scott has been reflected floor defeating democrat charlie wrist,0,0.85862434
it radio touren duchess of cambridge to present the first yellow jersey  the,0,0.86957216
patarnold that he over there,1,0.9044477
patrick is your a fucking maggot,1,0.9081799
bitch got arms like piccolo,1,0.8858713
perforate kcraigwell what next fingers in dukes,1,0.86208695
peteyhoti  is all now dogs run this bitch,1,0.86677533
stop being a bitch and speaking on my name little girl  thank you,1,0.8675674
i got weed come over maggot,1,0.8965479
i always listen to hetty ass ran when i get ready for football games,1,0.8617627
i always look like such a bitch,1,0.92217416
i always love when kathydoermer and i vent about bitches,1,0.8953711
i always wanted a bull dog them hoes clean fuck a pit,1,0.88366926
i am hunger den a bitch,1,0.936391
i am legend in this bitch,1,0.89874154
i am not your side bitch no more,1,0.9217769
all he needs is a skirt sure looks like a bitch to me,1,0.88719857
american government reaches no building creating a new generation of hussies,1,0.88703144
attention leggings aunt for everybody especially you happy looking hoes,1,0.87171066
bed and i are donna retire in florida and get all the bad birches in the nursing home,1,0.845338
about to be  officially an old ass bitch,1,0.9040391
shut up your the one who made me happy,1,0.8465765
motherfucker who killed a fool,1,0.88924456
motherfucking by,1,0.8960241
i am not going to be a muslin,0,0.8474029
all the king,1,0.87482965
a beast in the field of the thank,1,0.89410114
i want to fuck you,1,0.94864047
there thinking wrong,0,0.88143194
its her fault,0,0.88363826
oh sorry for the two of you,0,0.9136556
if this is the situation of our people then what will our team do our team is so weak even then they will not be able to keep the people alive,0,0.8880973
a zero goat is better than a bad cow,0,0.90563756
in a word understand that there is no mania free price in bangladesh that is due to the current breathing group,0,0.89194375
bitch i got plans to fuck tonight i said friday night,1,0.90171087
bitch i make the plans not you hussy part in in charge follow me or deny me in down friday and were fighting,1,0.8959193
fuck you brush you didn show up fucking hussy,1,0.9039289
right fig calm itself,1,0.8935572
you plain night i fuck birches make money and smoke that straight of rush,1,0.89000654
right this friday fig,1,0.864721
due fuck you maggot its friday or no go bitch i set the standards you make or break them bitch,1,0.9038315
fucking block your white ass because you try to start shit like a fucking queer so fuck you night,1,0.8903597
right night hata fucking queer has to clear his schedule,1,0.89975166
i make bitches fly like peter do,1,0.8969304
i mean if a bitch while out she gone get knocked of out,1,0.87093484
i mean if she a count then she a count it happens,1,0.891895
i meant bitch nights,1,0.90613633
i might freak the bitch but dont need the bitch,1,0.91111743
i miss bring god damn bitch real night over here baby,1,0.8954546
anacortes bucks got ranks like a black bitch dwammm,1,0.87448424
and i can be known for fucking wit a trash bitch,1,0.8762082
and i was like yeah bitch,1,0.9141849
and in steady telling dis bitch to my face,1,0.88401526
and give had enough following dat ass bitch,1,0.8927798
and a he on be a he regardless,1,0.89718324
this january who was hanged,1,0.8629979
my leader,0,0.87979937
in going crazy with my days milk,1,0.8785778
so is it,0,0.89023244
that bastard keeps saying he got shoes id kill,1,0.86029375
he not a fucking boy,1,0.91706216
this is your sister,1,0.90912545
ill tell you what,1,0.92067754
let the salt be boiled in hot eggs,1,0.8949167
we have good news from what you read every day,1,0.88260853
act like in caper get ghost with a bitch,1,0.91330874
actual quote from local cop  there are too many hussies in this town,1,0.87835467
add my snapchat bitch t,1,0.8980076
again told me to leave them light skin boys alone shit bitch i did,1,0.8824482
after  weeks straight of that night being you we get it bitch all fucking,1,0.893287
after i say some shit i just be like  now that was so uncalled for  your really a bitch   attitude on,1,0.8830183
after a fight in the club in new orleans them birches start jumping,1,0.8676667
so long matchmaking has taken sin with me now sin has disappeared so caught sin year sentence everyone is a thief it should have been earlier,0,0.8503445
very good,0,0.96642923
silent has got his first win in an extraordinary way go ahead silent our blessings are upon you,0,0.8560866
brother sunny doesn like leonine,0,0.8865963
oil is on the bodies of bangladeshis players,0,0.9117352
in not sure,0,0.9999677
who gives the title of crazy right who agrees they say their ha,0,0.8880886
all the balls came together,0,0.8669623
there is no need to keep them in the team,0,0.899161
cry baby bitch,1,0.9043293
i didn call you a bitch i just said bitch fresh,1,0.91921616
anellesofia for some shook shit,1,0.87787294
fight me  on  or choice of game maggot see what happens,1,0.87176466
angry may  the side ho gets all the real action anyway,1,0.8585868
she was the principle for a hetty elementary school i doubt it but fingers crossed,1,0.88411653
they are wrong you are a nigger always causing mischief among or own people,1,0.8785903
would this maggot survive in to,1,0.888733
you wont recognize the original versions of these fairy tales  man,0,0.8695798
details and yellow rice is blasphemy hopeless,0,0.847408
i get paid too chill share the wealth,0,0.8972169
two of the best yankees dere peter,0,0.8667304
slowly becoming washed his weapons just trash,0,0.860264
do we love these hoes,1,0.8739954
do you ever look hayn and be like he count be feel,1,0.8452536
does sea have freckled on her hussy too,1,0.8770565
do calls me bitch boy,1,0.8994047
dont k me you bitch,1,0.91922724
boy these download sicca should be ashamed,1,0.85766566
boys dont a seem like bitch that why they dont express feelings like us females do,1,0.87917167
brain in da city boiling wit sum birches straight bleeding,1,0.91115093
bad pitt is older than charlie sheen what the fuck,1,0.8661556
make what ok bitch we going to see your a funny mother pucker,1,0.89667547
night i was there at  i went to go get my somebody and i tested you at  now you a bitch,1,0.85678613
night what i was talking about after school or when ever your choice bitch,1,0.89349043
you hussy,1,0.8976222
hussy night its the same term,1,0.8827221
the picture of alexander and ruble is a great fight hero,0,0.88433963
said is a kid and his song is gold,0,0.8450866
i dont understand the meaning of the play,0,0.9096505
how the play,0,0.8682148
husband and wife are both good people,0,0.86442614
i left a comment,0,0.8935975
grand is great,0,0.8839898
whatever the play is its funny i like it,0,0.91429293
brother please i beg you,0,0.91355723
night yes you do take me on a ride in that bitch please,1,0.91158056
rams are for bags,1,0.8722099
you dont want to battle you shook cause aunt no such things as half way brooks bitch,1,0.8645897
your still a free world bitch  dont deserve your  area code,1,0.85135907
folly use coronet oil maggot,1,0.8879436
this shit sorry than a he,1,0.90179986
the witches took them he,1,0.86964434
manage will make a revolution in a good place,0,0.8676709
in english,0,0.88488436
i wont watch the game if you leave the sub,0,0.8791299
these are the games,0,0.8917875
please make a causing with amid  brother papa,0,0.88142097
you will get a lot of good money,0,0.89803696
i have your opinion,0,0.924111
these hoes dont want no help but they want all the help,1,0.85834444
what this chinks email in moving to china and sliding his throat,1,0.85801536
young black bitch happy ass voice annoying bitch,1,0.88225603
young  sharpblack nigger mad,1,0.8885765
i know bitches lets do something this weekend lets bake,1,0.8925638
it gucci  getting all hoes,1,0.88716966
you stupid bitch she aunt fucking with you bug seen voice,1,0.8694045
it cause were guys dumb bitch,1,0.86303204
this movie can hold your eyes,0,0.8561618
i went to the cinema with  rubles,0,0.90145504
thank you all so much,0,0.93470824
i can hold my eyes a boy leaves everything and runs away,0,0.90391695
give me the poster of the bengal movie,0,0.89658326
brother drama is so beautiful,0,0.8956277
marry without a wife,0,0.853001
the match of the age,0,0.8508441
it almighty  told to bitch get on her knees i dont want no sex,1,0.8520781
it almighty in a soft more hoes dumb man,1,0.8807189
it almighty fuck hoes days how i feel,1,0.86988103
i can tell you a freak bitch dont lie to me,1,0.91333324
i turn into a bitch real quick,1,0.92381155
it bad bitch,1,0.8909588
after she fed up jealous skinny bitches and became one herself,1,0.85613596
ill pass on a he,1,0.9164092
bitter chick hello all be some crazy white bitches i wants to lay down wit you bow,1,0.8468124
bro that he live,1,0.9060728
black angel chill cut you regret it brow your hitting that he in why quit,1,0.8635003
if people are determined to think of you as a condescending bitch its their loss,1,0.8497071
go to bed white,1,0.8709186
i ate candy we found on the floor during class we are trash,0,0.86699915
leave it up to me it would been in the trash all of it,0,0.85381305
let the fig commence,0,0.8710893
let this white boy be,0,0.86542016
lets cripple the vanity industry how actually start liking who we are and how we look,0,0.8636406
lets go for the sweep yankees subwayseries,0,0.8575718
dreamgirl make ooh bet you wont stick that he,1,0.88124335
you the real mvp that what a bitch said when i finished,1,0.90733147
burnt hussy lips girl in the blue throwing it,1,0.8825858
the bad bitches are only bad until they start talking anyway he preaching,1,0.8839752
he  with  hoes on my dick  you have learned from the best,1,0.8779365
sit in there and shit dint sing he just,1,0.9047338
though  really he really u the dummy taking a pick,1,0.889536
when in in that hussy honey in home,1,0.8894111
sex bitch hope she about it,1,0.8832092
oreo ice cream sandwich,0,0.89620435
oreo shake i want you,0,0.88300097
oreo and coffee for branch i do what i want,0,0.897689
oriental rugs cause in ulcer than a dove,0,0.8641432
our female guinea pig is pregnant,0,0.8705432
it  ugliness birches give ever seen,1,0.8896781
it strangeangel your swabs off far sauce,1,0.8549892
it joselopez  your voice mail little bitch ass night,1,0.8618213
it older lovelyweird i need their lookout plan   third bitch had a fucking miracle,1,0.87225693
it  brought me macdonald for lunch i had all the birches on me,1,0.8878764
it the funny vines crazy bird,0,0.8809179
it the matter spinosa she literally just put the whole trash bag on lafa,0,0.8697028
"it the michael rock answers phone
worker there a dead bird outside split it",0,0.89927864
a woman that knows where she wants to,0,0.9011282
it there  do i remember a game winning jack to right last summer at yankee stadium that started,0,0.8642556
it  shy grizzly decent of,0,0.88608325
it throat don lemon gets called an uncle tom doesn like it,0,0.8772526
i wake up every morning wishing a bitch would,1,0.8565133
i wan do a mistake hussy an cinnamon rolls,1,0.8513732
i  want to be around bitches   have fun,1,0.8790053
i  buy my bitch every bag,1,0.90662754
experience that late was   early was hussy,1,0.8529959
these bitches even worst they send them guns for you,1,0.8496474
we dont trust these nights all these bitches,1,0.8801176
gay nights couldn wait to act like bitches tonight,1,0.8611743
it   after a he gave you head and say its my turn,1,0.87342167
they turn down to early bunch a hussies,1,0.88340425
bitches be in internet relationships the like you a lonely he,1,0.8889594
later needs his at sunk ass bitch,1,0.8925533
it cause were guys freeze bitch in steal your heart,1,0.8738262
it   how to get unlimited hussy in high school,1,0.88529396
it   if these  drop a song together birches will never run out of quotes,1,0.8488429
it   if your not a little bitch,1,0.9021513
it   list of bitches who want my dick,1,0.8883317
aunt saying you a bitch but you be acting like a female dog,1,0.8805642
i almost beat that bitch up,1,0.90828323
i almost blocked out little count was disrespecting my turtle and we dont disrespect gorilla,1,0.8506845
i almost ran this fine red bitch over,1,0.8909295
i already done been exposed on facebook by some he,1,0.88925254
i already know wilson gone he later on let me gone get my also,1,0.8895386
you a nasty  bitch,1,0.9292612
a due get the hussies drunk,1,0.8541506
california bitch go play dead,1,0.8919733
california my real ll brow even the cut a bitch may,1,0.8985664
california slid bitch,1,0.9142666
california who bitch,1,0.87508696
we are all with you and cricket team come on up,0,0.88581717
millar has run away because of his poor looks,0,0.8642112
keep the sub for  year off the field,0,0.86632407
fuck you lets get him out of the team,1,0.8703407
in looking for people id like to see,0,0.9000486
boss is punished for the events of the year,0,0.8791057
i want a bangladeshi coach i want a foreign coach,0,0.9013551
the bitch needs to be kicked out of cricket,1,0.8600952
the players eyes and ears will be on the playing field not in the gallery,0,0.9031779
if u say or a dermoid it obviously means or hussy is fishy,1,0.8699749
ganderson in does a bitch,1,0.90702915
ganderson oh my dogs hussy is so tight time to loose it,1,0.8950278
when you go down to eat the hussy and it smells taney,1,0.8930855
just block you hoes outor block em either one,1,0.87844104
its my dogs birthday  you should get it a bad bitch  funny,1,0.8930831
bored as hell should answered my phone calls bitch i rather be bored,1,0.89390314
you like  you needs to you a he  in breaking suck my dick,1,0.9064552
in hungry,0,0.8673547
in pregnant charlie brown worst peanut,0,0.8984674
in a redness but without the photophobia and racism,0,0.88627005
in a sucked for colored eyes,0,0.88822097
in about to post my charlie clips vs young ill ran battle review in a few,0,0.8756283
in definitely watching that took   battle today damn it,0,0.8545167
in fins see the yankees win a baseball game,0,0.8658515
in getting sleepy and my phone is acting retarded,0,0.86595786
son bitch didnt we just discuss this shit yesterday what time page,1,0.88313425
bitch get the fuck off my to what u mean,1,0.91612256
bitch go get a life before i block your lame ass,1,0.90174264
bitch meet up,1,0.8865077
bitch that says traffic stop bitch stop making excuses,1,0.8766985
like how said we all hetty,1,0.87810457
claiming get some orange he,1,0.85608494
clfrew bitch,1,0.9277091
ill slap a he,1,0.9281653
today the rule of thumb is when in doubt blame white,1,0.8701002
them  keeps who bitches,1,0.8773407
coaches why do you bitch about everything,1,0.86318
laws  me bitch when and where,1,0.8671433
philosophy existentialism and depth and not trash,0,0.8491646
and is my jigger man,0,0.875109
fan need to soft,0,0.86502755
pain locks drama on russia rhetorically asks who could have seen this coming the crowd goes wild,0,0.84700835
and express is so trash but i wanted chinese and didn feel like getting out the car,0,0.84520215
parents television council scandal sex scene after charlie brown was not ok,1,0.8502277
thank you hand out that candy charlie,0,0.86664027
thanks   for coming with me last night because its hetty and no one else could of handled it summer,0,0.8712352
thanks charlie have a great evening charlie,0,0.9084406
that crow has socks,0,0.85628045
that due from chicago   the fully mustache and banks johnny love he hack memories,0,0.868801
that long hair doesn cover up your redness,0,0.8489133
this is the way of the people to be executed,0,0.8970922
baby has given birth to you in which way she is mother and calling her mother,0,0.8798401
you son of a bitch,1,0.999585
hang him up in the shit,1,0.89747846
my father is a teacher,0,0.91933995
a bond in the sand,0,0.9065981
a cousin,0,0.920904
this is a dead or dead thing,0,0.91576594
in not a big fan of the show,0,0.947975
august is trash,0,0.8768023
looks like you took a red marker and colored on your leg,0,0.8896724
you trying to say okay,0,0.90757686
love looks prime for some trash pick up,0,0.8658865
your in the hetty,0,0.89519894
and you know best about the bird moves,0,0.86212337
all got all the gay hoes,1,0.86512774
you be a weak bitch to let a couple sweets get you out of character,1,0.8485781
it  can do wing cause i can even get a follow back,1,0.89333975
bye bitch in blocking it  i drew you,1,0.8843026
it angellongoria near fell like a bitch,1,0.89241695
been a long december hasn it counting crows,0,0.8712014
"before and after i started playing floppy bird 
before 
after",0,0.8938044
earrings in emerald crystal on,0,0.8722771
brass monkey dat funny monkey,0,0.8845087
can my cat not kill birds and make a huge me of feathers,0,0.85319024
charges and riders are both trashboltupdoe,0,0.8834031
needs to know dare place in   pucker order,1,0.87068814
should came to bird man that shit was so lit,1,0.8829969
conversion she can stay as close as she pleases night,1,0.8693118
how you do that i got this   bitch who aunt getting the meme,1,0.8936836
young boys out here now daysthey dont know what a true limp is i be limping   hoes,1,0.86670715
in not a far to,0,0.9040505
not hard toes kind of a he,0,0.89339656
this video made by an animal is actually a kid,0,0.9073354
let the shoe be cut and hanged,0,0.89684975
there is intelligence in the head of man and in the belly of the  there is intelligence,0,0.8992403
one for john one for john,0,0.8921148
the crazy group is singing this song,0,0.90775394
the ones who are dead are all being the goddamn son of a bitch,1,0.8717353
why is it so big brother baby milk,0,0.87750465
id kill him if i got close to him,1,0.9203286
i need to get a shoe,0,0.94732744
robe  is such a bitch grow up hussy,1,0.8997081
robe aunt no he,0,0.89891225
robe is fat amp in white  jwill some people just retarded  it the track all really think robe fat the give me a break,1,0.87935114
robe to wight you a soft motherfucker and you a bitch ass night,1,0.9115635
this bitch item at  who sipping wit me elements,1,0.8906134
swag bitch,1,0.92750585
eyes a bitch,1,0.9199684
literally   fat hoes hold a night down,1,0.9055646
grow up bitch,1,0.8990696
scraped always on the reunion with hell hoes real night may,1,0.86713445
if he has a girlfriend dont be a he and text him anna who you are,1,0.8516061
sydney my favorite she a nigger but i love her,1,0.9086463
depressed but i got hoes same,1,0.91424847
you still fun a exna that bitch corn,1,0.9104627
when you rubbing on her booty then start playing with her hussy with a thumb,1,0.8559494
it asshole god hate bags the answers yes,1,0.85710657
it   destroying a team that talked trash before the game get,1,0.88555557
it audrianareye that my bitch man i swear,1,0.9094968
everyone is angry with a boy for insulting a muslim,1,0.9084876
and brothers got a gun,0,0.9056121
ruble is a face bad country players,0,0.85192955
teenage people dont get sucked into it,0,0.8670866
this happened after the movement of crickets so it is clear that the matter was reported to the ice board president,0,0.8719462
if said is brought before the media all the sins will be removed,0,0.8939799
its bad i had a favorite player,0,0.91254854
happy means so happy bengal was has no regrets,0,0.8561231
in no hussy but or still a dick,1,0.8932322
in not broke  bitch in blessed,1,0.8847148
in not a hoe like you your body count probably is close to,1,0.8930213
in not dating anyone right now in giving my hussy a brake,1,0.859503
in not defending ray rice but that double standard is a bitch aunt it,1,0.91451216
in not down to be a side bitch the,1,0.8979521
in not fucking wit october she on some new shit  bitch cold,1,0.85010797
in not going to chase a dumb bitch,1,0.8830948
work is something adults do for money not borrow from money broke bitch,1,0.8471941
rape of course the only way you could get hussy,1,0.8594882
you broke bitch no women would ever fuck you,1,0.8719366
hell no fuck you uncle tom bitch i remember to sunk broke ass,1,0.84552526
now them boys trash we started casting,1,0.87508154
but im hell skinny so bitches dont like me,1,0.90020484
this pick is trash dick is dry of,1,0.87644273
dont be a bitch,1,0.9301559
i send them hoes because aunt nobody gone play me but  may not when they ask for them,1,0.8691346
shit hoes post on instagram it,1,0.90066594
i sweet like a nigger,1,0.9185913
what does the ran say,0,0.8817835
this is the place,0,0.91318625
i am the mother of the goddess,0,0.91368806
in going to give you a baby,0,0.9353057
brother this son of a bitch is getting tucked,1,0.88740873
your like a bad boy who a bad boy,1,0.90481627
this atheist should be killed,1,0.90893096
the son of a bitch is drunk,1,0.93239546
your face is a good way to look at yourself,0,0.8724659
in going to fuck a little boy,1,0.9113224
aunt even fucking wit shady birches,1,0.8825067
aunt fucking wit more hoes got who i want,1,0.8844919
aunt me aunt me these hussy ass nights aunt me,1,0.86229247
aunt met a bitch yet that could compete,1,0.88383913
aunt no bitch hoe,1,0.9143532
aunt no broke bitches standing next to me,1,0.8766695
aunt no hussy better than loyal hussy,1,0.8450798
congress to him this a great day for hoes everywhere,1,0.88001615
pull up on you eat on that hussy and dip,1,0.9015564
my daughter makes me with i want a he from age on a roll tonight,1,0.8732852
hussy polly taste like heaven,1,0.8518195
why you let these hoes tear what we had right apart,1,0.86971486
reports say female victim was shot while waiting for an orel flurry,0,0.8450616
it   early bird catches the worm people,0,0.89790106
a nice round of voices in china africa relations china africa trade the oriental,0,0.87628144
it   talking some big trash to lance lesion holds him back,0,0.87634057
why is it so good,0,0.90997535
thank you very much very nice educational drama,0,0.9168068
mention jail movie unload please,0,0.87506133
its gone ah what a song,0,0.9083233
its a great play,0,0.95963466
win a fool,0,0.8995017
my life is a mess,0,0.87501943
old play is new but i will see the fan again and again,0,0.8968269
it is what brother,0,0.9010849
fall is a complete waste of time,0,0.86442584
not even  and give already smoked out  countries bitch i do what the fuck i want,1,0.87003994
not even sweating these hoes,1,0.8898128
not my fault to bitch anna lip me,1,0.90792334
could you please refrain from being a dumb bitch,1,0.89892644
update you are still a bitch,1,0.8835125
now this he bad,1,0.87703574
kid regain gives me headache my night,1,0.8937995
three fuck you nigger,1,0.91669095
my bitch say in in the dog house fuck you mean,1,0.8827542
my bitch say in in the dog house fuck you mean,1,0.8827542
my bitch was so loaded last night  young lifted,1,0.84688234
my bitch won ralph for me thanks,1,0.85752326
my bitches are related  they are kissing cousins,1,0.85918486
my bitches cleaning,1,0.86481696
my bitches get them christians night,1,0.87232673
had   bitches rocking in   club   my boy cannot,1,0.8715679
that nigh sucks,1,0.8996995
do  hussy,1,0.90175045
stop retreating heather in tired of seeing that bitch on my to,1,0.8588501
both you bitches go to sleep,1,0.88420117
d  the chris hussy,1,0.9003226
what happened go get me a beer bitch john,1,0.86473197
they can being rebuilt by my redness friend  everybody got one i need  they can build,1,0.8493916
seriously a fagdont hate,1,0.88303816
stupid bitch,1,0.9247532
its brandon motherfucking reason he a bitch night,1,0.87650186
trying to run game on me  dumb bitch  her the,1,0.8785551
it happens when the weather is bad,0,0.88215864
i hope the video is good,0,0.91773367
its a wonderful picture i saw it again after a long time,0,0.9180794
main khan likes moves very well,0,0.86226195
i like the sound of white minds,0,0.9195137
the picture is very good,0,0.9389126
that a great picture,0,0.9337395
in not sure what happened to the wedding,0,0.8702852
in on duty,0,0.871976
mother dedication he  rich home too feat childish amp young patty coming soon sorry,1,0.8540023
this what all hoes want,1,0.87158775
god bitch what ocean is this,1,0.8980745
bitch go to sleep you have work in the morning yes master,1,0.901395
dont be a bitch to someone who can out bitch you,1,0.91798306
this bitch played too much subways suffer,1,0.8596428
bitch look like she on blow away fr,1,0.8928755
dont stop now half breed in just starting to learn about what makes you a dumb ass,1,0.8660677
they already have are you retarded,1,0.8808049
crazy bitch why,1,0.8862568
are you sure you aunt colored,1,0.87321603
hello titty nigger,1,0.8906701
any might as well get fat hoes dont even like as domo they like ball bells,1,0.8913269
bitch no u not u look like a full dreaded cracked,1,0.8934682
native and black proud then a bitch,1,0.87726563
thief you smell of a dealer in your writing,1,0.90825975
ill fill your conscience with your backs,1,0.88592213
the pigmy babies are going crazy they come to pull their hair out of the comments,1,0.86305726
your the one who going to ask me a question do you have time to eat or a servants son,1,0.8737465
i think the time has come for you to be like a pig like a porch and a porch,1,0.88336885
this fool is a fucking car million,1,0.9103271
i haven found a place to fuck,1,0.92625344
nobody sucks your goodness sir,1,0.8853448
national,0,0.8584889
bitch its going  weeks,1,0.8670875
if you aunt a he get up out my trap house,1,0.8853005
havoc is one bad bitch wouldn anna mess with her tea impact,1,0.87757933
honesty hour in middle school hoes used to call me a landing warrior,1,0.89547855
i dont have  time  for hatchet hoes,1,0.8970132
i  hope someday that these hoes just find their own relationship instead of ruining others,1,0.88575256
run plays too quick,0,0.87297094
dense butt be taken merry body bitch now,1,0.89760846
hoes silly goose,1,0.89421195
popcorn hoes be in da way all the time manna,1,0.86780643
dense bitches action like they loyal give  he a oscar,1,0.8515291
dense nigger on  guard shit,1,0.87041473
destiny child song say my name is the insecure bitches them,1,0.8632827
detroit lions bitch,1,0.9083904
but in good in,0,0.87595224
even they know you my bitch,1,0.87947786
ever leave me around to bitch and   get her stoned,1,0.8451072
every bitch that love bank account in overdraft,1,0.8628813
every bitch was born to break a man,1,0.9041584
every thick say that she a bad bitch,1,0.8824371
every good story starts off with so this bitch,1,0.89460546
new strategy to get bitches,1,0.87840813
next sunday,0,0.8685781
next bitch i fuck in going to her spot,1,0.901394
sicca n dis bitch plain games on his phone,1,0.88089764
sicca be hating on my sicca jelly  realtalk,1,0.8670613
bitch i hide i go sir to class my teacher lame of,1,0.87539274
bitch i just asked you up question to chorea bullet head,1,0.912055
was be   fact he shut to ass up,1,0.8665859
dumb ass he,1,0.9275427
he you came at me first of,1,0.8714612
such but ma get my neck tomorrow so dont be mad he,1,0.8780958
yeah right he,1,0.90854514
kid already no sicca,1,0.86927044
you fucking that just start talking,1,0.8727522
hussy boy,1,0.8777572
that ass and i replied he,1,0.84753484
love manner country hoes amp allah,1,0.8848529
smashed your such a maggot,1,0.8730733
i was just sitting for you,0,0.9098918
in not going to tell you what in doing,0,0.9271375
your not going to die one day your going to be this way people will throw you in your face,0,0.8510027
there has to be a limit to the stupidity,1,0.88487023
the first is the story of the first son of a king,0,0.92928374
please unload all the songs in this film as full as please unload,0,0.9064299
in a little nervous about this movie and in a little nervous about this movie,0,0.8876852
try some  chain i heard he has some big booty hoes,1,0.871661
fuck you bitch where my sleeve,1,0.9234886
she  is  tumbler bitch,1,0.9046103
the shit soon,1,0.87714547
do you mean you were too distracted by being a bitch,1,0.8921739
may he  maggot,1,0.8903176
other than those the university and the white black and red ones  the rest trash anyway they just making shit up now,1,0.8576299
harlem world trash interesting,0,0.8981756
have you hugged a wackobird today,0,0.8902221
have you noticed all the hetty people naming their kiss after cars mercedes lexus possessed,0,0.86400235
he gets this pretty attitude from brittany  and its for the birds,0,0.90038127
he may be the president but that doesn necessarily mean he in the sole position of power in regard to making such decisions,0,0.86920536
it screaming after was bitch ass annals is losing her damn mind she need to put the big girl parties back on,1,0.84824115
try to crucify me and we weaken he,1,0.8709008
in just a normal ass due that has no hoes and happens to be funny every once in a while,1,0.86753637
bitch ass always making a spectacle look at me ass night,1,0.90685177
when   said word around town that i aunt got no bitches what that a damn lie night my nuts is my witness,1,0.87742186
it based  unicorns hump day he,1,0.8742384
from the good to the bad,0,0.85710084
why do you lie to a mothers child,0,0.8662931
in not leaving my father,0,0.8727301
your a bitch your a bitch your a bitch,1,0.9091387
shoe and two salary,0,0.89037085
what a goddess bastard wants to do to these kiss,1,0.8921528
why do you misunderstand the word of god,0,0.88977134
salary what says yourself book,1,0.854807
his bitch ass is the same way so it dont matter,1,0.8554783
his bitch wan fuck me cut he speak kissing me,1,0.8743537
hit a bitch with a car bomb,1,0.92269707
hit his bitch in like shaggy in like no it want me,1,0.8564556
hit it and pass it until that hussy elastic,1,0.8502018
hit me up with plans figs,1,0.8962827
hit me with plans may night,1,0.8887283
in hussy in not about this internet life,1,0.86692715
in hussy whipping these hoes,1,0.89736205
in ready to bounce out  bitch,1,0.9081313
in ready to cry in so mad like me amp this bitch on have to fight,1,0.87193745
in really nice  but a bitch at times,1,0.9089201
in really not a complete bitch just socially handicapped,1,0.893408
in retarded hunger and all we had were bees a lot of bees,1,0.8882848
"in rich bitch 
said in dave chapel voice",1,0.8899687
the people of the james camps are all members of the pakistani army,0,0.852672
where the queen where the queen,1,0.84768295
hey you fucking ashore,1,0.90619487
its never easy to straighten up a dogs tail like a dogs tail,0,0.88947266
slam is not able to do anything like this,0,0.9002307
